fffffff007bbdaf4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d42a38	0xd50040bf  MSR   	SPSel, #0              	X -  (0 0x0)
fffffff007d43740	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x101800010)
fffffff007d43748	0xd519f508  MSR   	S3_1_C15_C5_0, X8      	X -  (8 0x8)
fffffff007d43750	0xd519f608  MSR   	S3_1_C15_C6_0, X8      	X -  (8 0x101801240)
fffffff007d43764	0xd519f208  MSR   	S3_1_C15_C2_0, X8      	X -  (8 0x18)
fffffff007d4376c	0xd519f308  MSR   	S3_1_C15_C3_0, X8      	X -  (8 0x20)
fffffff007d43774	0xd519f408  MSR   	S3_1_C15_C4_0, X8      	X -  (8 0x28)
fffffff007d4377c	0xd519f708  MSR   	S3_1_C15_C7_0, X8      	X -  (8 0x30)
fffffff007d43784	0xd519f808  MSR   	S3_1_C15_C8_0, X8      	X -  (8 0x38)
fffffff007d4378c	0xd519fe08  MSR   	S3_1_C15_C14_0, X8     	X -  (8 0x40)
fffffff007d43794	0xd519ff08  MSR   	S3_1_C15_C15_0, X8     	X -  (8 0x48)
fffffff007d4379c	0xd51aff08  MSR   	S3_2_C15_C15_0, X8     	X -  (8 0x50)
fffffff007d43a3c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d43b70	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d44080	0xd51af209  MSR   	ARM64_REG_PMC2, X9     	X -  (9 0x0)
fffffff007d440fc	0xd51af20a  MSR   	ARM64_REG_PMC2, X10    	X -  (10 0x371)
fffffff007d44114	0xd51af309  MSR   	ARM64_REG_PMC3, X9     	X -  (9 0x0)
fffffff007d44120	0xd51af409  MSR   	ARM64_REG_PMC4, X9     	X -  (9 0x0)
fffffff007d4412c	0xd51af509  MSR   	ARM64_REG_PMC5, X9     	X -  (9 0x0)
fffffff007d44138	0xd51af609  MSR   	ARM64_REG_PMC6, X9     	X -  (9 0x0)
fffffff007d44144	0xd51af709  MSR   	ARM64_REG_PMC7, X9     	X -  (9 0x0)
fffffff007d44150	0xd51af909  MSR   	S3_2_C15_C9_0, X9      	X -  (9 0x0)
fffffff007d4415c	0xd51afa09  MSR   	S3_2_C15_C10_0, X9     	X -  (9 0x0)
fffffff007d44164	0xd51af30a  MSR   	ARM64_REG_PMC3, X10    	X -  (10 0x371)
fffffff007d44170	0xd51af40a  MSR   	ARM64_REG_PMC4, X10    	X -  (10 0x371)
fffffff007d4417c	0xd51af50a  MSR   	ARM64_REG_PMC5, X10    	X -  (10 0x371)
fffffff007d44188	0xd51af60a  MSR   	ARM64_REG_PMC6, X10    	X -  (10 0x371)
fffffff007d44194	0xd51af70a  MSR   	ARM64_REG_PMC7, X10    	X -  (10 0x371)
fffffff007d441a0	0xd51af90a  MSR   	S3_2_C15_C9_0, X10     	X -  (10 0x371)
fffffff007d441ac	0xd51afa0a  MSR   	S3_2_C15_C10_0, X10    	X -  (10 0x371)
fffffff007d442ac	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d44318	0xd519f00f  MSR   	S3_1_C15_C0_0, X15     	X -  (15 0x0)
fffffff007d4433c	0xd519f00f  MSR   	S3_1_C15_C0_0, X15     	X -  (15 0x0)
fffffff007d44418	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d44688	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d446e4	0xd519f101  MSR   	S3_1_C15_C1_0, X1      	X -  (1 0x30303)
fffffff007d4474c	0xd519f504  MSR   	S3_1_C15_C5_0, X4      	X -  (4 0x0)
fffffff007d44778	0xd519f604  MSR   	S3_1_C15_C6_0, X4      	X -  (4 0xffffffffffffffe8)
fffffff007d44804	0xd519f209  MSR   	S3_1_C15_C2_0, X9      	X -  (9 0x8)
fffffff007d4480c	0xd519f309  MSR   	S3_1_C15_C3_0, X9      	X -  (9 0x101801240)
fffffff007d44814	0xd519f409  MSR   	S3_1_C15_C4_0, X9      	X -  (9 0x18)
fffffff007d4481c	0xd519f709  MSR   	S3_1_C15_C7_0, X9      	X -  (9 0x20)
fffffff007d44824	0xd519f809  MSR   	S3_1_C15_C8_0, X9      	X -  (9 0x28)
fffffff007d4482c	0xd519f909  MSR   	S3_1_C15_C9_0, X9      	X -  (9 0x30)
fffffff007d44834	0xd519fa09  MSR   	S3_1_C15_C10_0, X9     	X -  (9 0x38)
fffffff007d4483c	0xd51aff09  MSR   	S3_2_C15_C15_0, X9     	X -  (9 0x40)
fffffff007d44844	0xd51afe09  MSR   	S3_2_C15_C14_0, X9     	X -  (9 0x48)
fffffff007d4484c	0xd51afd09  MSR   	S3_2_C15_C13_0, X9     	X -  (9 0x0)
fffffff007d44850	0xd51afc08  MSR   	S3_2_C15_C12_0, X8     	X -  (8 0x0)
fffffff007d44a38	0xd519f50a  MSR   	S3_1_C15_C5_0, X10     	X -  (10 0x0)
fffffff007d44a3c	0xd519f609  MSR   	S3_1_C15_C6_0, X9      	X -  (9 0x0)
fffffff007d44a58	0xd519f20b  MSR   	S3_1_C15_C2_0, X11     	X -  (11 0xfffffff009f30300)
fffffff007d44a60	0xd519f30b  MSR   	S3_1_C15_C3_0, X11     	X -  (11 0xfffffff009f30308)
fffffff007d44a68	0xd519f40b  MSR   	S3_1_C15_C4_0, X11     	X -  (11 0xfffffff009f30310)
fffffff007d44a70	0xd519f70b  MSR   	S3_1_C15_C7_0, X11     	X -  (11 0xfffffff009f30318)
fffffff007d44a78	0xd519f80b  MSR   	S3_1_C15_C8_0, X11     	X -  (11 0xfffffff009f30320)
fffffff007d44a80	0xd519f90b  MSR   	S3_1_C15_C9_0, X11     	X -  (11 0xfffffff009f30328)
fffffff007d44a88	0xd519fa0b  MSR   	S3_1_C15_C10_0, X11    	X -  (11 0xfffffff009f30330)
fffffff007d44a90	0xd51aff0b  MSR   	S3_2_C15_C15_0, X11    	X -  (11 0xfffffff009f30338)
fffffff007d44a98	0xd51afe0b  MSR   	S3_2_C15_C14_0, X11    	X -  (11 0xfffffff009f30340)
fffffff007d44aa0	0xd51afd0b  MSR   	S3_2_C15_C13_0, X11    	X -  (11 0x0)
fffffff007d44aa4	0xd51afc0a  MSR   	S3_2_C15_C12_0, X10    	X -  (10 0x0)
fffffff007d44abc	0xd51afa0b  MSR   	S3_2_C15_C10_0, X11    	X -  (11 0x0)
fffffff007d44afc	0xd51af20b  MSR   	ARM64_REG_PMC2, X11    	X -  (11 0x0)
fffffff007d44b04	0xd51af30b  MSR   	ARM64_REG_PMC3, X11    	X -  (11 0x0)
fffffff007d44b0c	0xd51af40b  MSR   	ARM64_REG_PMC4, X11    	X -  (11 0x0)
fffffff007d44b14	0xd51af50b  MSR   	ARM64_REG_PMC5, X11    	X -  (11 0x0)
fffffff007d44b1c	0xd51af60b  MSR   	ARM64_REG_PMC6, X11    	X -  (11 0x0)
fffffff007d44b24	0xd51af70b  MSR   	ARM64_REG_PMC7, X11    	X -  (11 0x0)
fffffff007d44b2c	0xd51af90b  MSR   	S3_2_C15_C9_0, X11     	X -  (11 0x0)
fffffff007d44b50	0xd519f108  MSR   	S3_1_C15_C1_0, X8      	X -  (8 0x30303)
fffffff007d44c38	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d44f2c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d44f88	0xd51ff588  MSR   	S3_7_C15_C5_4, X8      	X -  (8 0xfffffff009f30000)
fffffff007d44fb0	0xd51ff088  MSR   	S3_7_C15_C0_4, X8      	X -  (8 0xfffffff009ebf000)
fffffff007d44fc0	0xd51ff188  MSR   	S3_7_C15_C1_4, X8      	X -  (8 0xfffffff009f30970)
fffffff007d44fc8	0xd51ffba8  MSR   	S3_7_C15_C11_5, X8     	X -  (8 0xfffffff009f30978)
fffffff007d44fd4	0xd51ff388  MSR   	S3_7_C15_C3_4, X8      	X -  (8 0xffffffffffffff98)
fffffff007d44fe0	0xd51ff488  MSR   	S3_7_C15_C4_4, X8      	X -  (8 0xffffffffffffff90)
fffffff007d44fec	0xd51ff8a8  MSR   	S3_7_C15_C8_5, X8      	X -  (8 0xffffffffffffff88)
fffffff007d44ff8	0xd51ff9a8  MSR   	S3_7_C15_C9_5, X8      	X -  (8 0xffffffffffffff80)
fffffff007d45004	0xd51ff088  MSR   	S3_7_C15_C0_4, X8      	X -  (8 0xffff40000)
fffffff007d45250	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d45290	0xd51ff088  MSR   	S3_7_C15_C0_4, X8      	X -  (8 0xffff40000)
fffffff007d45348	0xd51ff79f  MSR   	S3_7_C15_C7_4, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d45350	0xd51ff89f  MSR   	S3_7_C15_C8_4, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d45358	0xd51ff99f  MSR   	S3_7_C15_C9_4, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d45360	0xd51ffa9f  MSR   	S3_7_C15_C10_4, XZR    	X -  (31 0xffffffffffffff60)
fffffff007d45368	0xd51ffb9f  MSR   	S3_7_C15_C11_4, XZR    	X -  (31 0xffffffffffffff60)
fffffff007d45370	0xd51ffc9f  MSR   	S3_7_C15_C12_4, XZR    	X -  (31 0xffffffffffffff60)
fffffff007d45378	0xd51ffd9f  MSR   	S3_7_C15_C13_4, XZR    	X -  (31 0xffffffffffffff60)
fffffff007d45380	0xd51ffe9f  MSR   	S3_7_C15_C14_4, XZR    	X -  (31 0xffffffffffffff60)
fffffff007d45388	0xd51ff0bf  MSR   	S3_7_C15_C0_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d45390	0xd51ff1bf  MSR   	S3_7_C15_C1_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d45398	0xd51ff2bf  MSR   	S3_7_C15_C2_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453a0	0xd51ff3bf  MSR   	S3_7_C15_C3_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453a8	0xd51ff4bf  MSR   	S3_7_C15_C4_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453b0	0xd51ff5bf  MSR   	S3_7_C15_C5_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453b8	0xd51ff6bf  MSR   	S3_7_C15_C6_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453c0	0xd51ff7bf  MSR   	S3_7_C15_C7_5, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d453f8	0xd51ff69f  MSR   	S3_7_C15_C6_4, XZR     	X -  (31 0xffffffffffffff60)
fffffff007d454f4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d45524	0xd51ff188  MSR   	S3_7_C15_C1_4, X8      	X -  (8 0xfffffff009f30970)
fffffff007d4552c	0xd51ffba8  MSR   	S3_7_C15_C11_5, X8     	X -  (8 0xfffffff009f30978)
fffffff007d45538	0xd51ff388  MSR   	S3_7_C15_C3_4, X8      	X -  (8 0xd8)
fffffff007d45544	0xd51ff488  MSR   	S3_7_C15_C4_4, X8      	X -  (8 0xd0)
fffffff007d45550	0xd51ff8a8  MSR   	S3_7_C15_C8_5, X8      	X -  (8 0xc8)
fffffff007d4555c	0xd51ff9a8  MSR   	S3_7_C15_C9_5, X8      	X -  (8 0xc0)
fffffff007d45740	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d457d8	0xd51ff79f  MSR   	S3_7_C15_C7_4, XZR     	X -  (31 0x80)
fffffff007d457e0	0xd51ff89f  MSR   	S3_7_C15_C8_4, XZR     	X -  (31 0x80)
fffffff007d457e8	0xd51ff99f  MSR   	S3_7_C15_C9_4, XZR     	X -  (31 0x80)
fffffff007d457f0	0xd51ffa9f  MSR   	S3_7_C15_C10_4, XZR    	X -  (31 0x80)
fffffff007d457f8	0xd51ffb9f  MSR   	S3_7_C15_C11_4, XZR    	X -  (31 0x80)
fffffff007d45800	0xd51ffc9f  MSR   	S3_7_C15_C12_4, XZR    	X -  (31 0x80)
fffffff007d45808	0xd51ffd9f  MSR   	S3_7_C15_C13_4, XZR    	X -  (31 0x80)
fffffff007d45810	0xd51ffe9f  MSR   	S3_7_C15_C14_4, XZR    	X -  (31 0x80)
fffffff007d45818	0xd51ff0bf  MSR   	S3_7_C15_C0_5, XZR     	X -  (31 0x80)
fffffff007d45820	0xd51ff1bf  MSR   	S3_7_C15_C1_5, XZR     	X -  (31 0x80)
fffffff007d45828	0xd51ff2bf  MSR   	S3_7_C15_C2_5, XZR     	X -  (31 0x80)
fffffff007d45830	0xd51ff3bf  MSR   	S3_7_C15_C3_5, XZR     	X -  (31 0x80)
fffffff007d45838	0xd51ff4bf  MSR   	S3_7_C15_C4_5, XZR     	X -  (31 0x80)
fffffff007d45840	0xd51ff5bf  MSR   	S3_7_C15_C5_5, XZR     	X -  (31 0x80)
fffffff007d45848	0xd51ff6bf  MSR   	S3_7_C15_C6_5, XZR     	X -  (31 0x80)
fffffff007d45850	0xd51ff7bf  MSR   	S3_7_C15_C7_5, XZR     	X -  (31 0x80)
fffffff007d45c20	0xd51af001  MSR   	ARM64_REG_PMC0, X1     	X -  (1 0x0)
fffffff007d45c28	0xd51af101  MSR   	ARM64_REG_PMC1, X1     	X -  (1 0x0)
fffffff007d45c7c	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x7003400)
fffffff007d45cac	0xd51af008  MSR   	ARM64_REG_PMC0, X8     	X -  (8 0x228)
fffffff007d45cb4	0xd51af108  MSR   	ARM64_REG_PMC1, X8     	X -  (8 0x230)
fffffff007d45cc4	0xd519f108  MSR   	S3_1_C15_C1_0, X8      	X -  (8 0xbadbadbad)
fffffff007d45d64	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0xfffffff009f2f6f8)
fffffff007d45d78	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x7003400)
fffffff007d45da8	0xd51af008  MSR   	ARM64_REG_PMC0, X8     	X -  (8 0x228)
fffffff007d45db0	0xd51af108  MSR   	ARM64_REG_PMC1, X8     	X -  (8 0x230)
fffffff007d45dc0	0xd519f108  MSR   	S3_1_C15_C1_0, X8      	X -  (8 0xbadbadbad)
fffffff007d45e60	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0xfffffff009f2f6f8)
fffffff007d45f34	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d45f80	0xd51ff088  MSR   	S3_7_C15_C0_4, X8      	X -  (8 0xffff40000)
fffffff007d461bc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d4621c	0xd51ff78b  MSR   	S3_7_C15_C7_4, X11     	X -  (11 0x0)
fffffff007d46268	0xd51ff88b  MSR   	S3_7_C15_C8_4, X11     	X -  (11 0x0)
fffffff007d46270	0xd51ff98b  MSR   	S3_7_C15_C9_4, X11     	X -  (11 0x0)
fffffff007d46278	0xd51ffa8b  MSR   	S3_7_C15_C10_4, X11    	X -  (11 0x0)
fffffff007d46280	0xd51ffb8b  MSR   	S3_7_C15_C11_4, X11    	X -  (11 0x0)
fffffff007d46288	0xd51ffc8b  MSR   	S3_7_C15_C12_4, X11    	X -  (11 0x0)
fffffff007d46290	0xd51ffd8b  MSR   	S3_7_C15_C13_4, X11    	X -  (11 0x0)
fffffff007d46298	0xd51ffe8b  MSR   	S3_7_C15_C14_4, X11    	X -  (11 0x0)
fffffff007d462a0	0xd51ff0ab  MSR   	S3_7_C15_C0_5, X11     	X -  (11 0x0)
fffffff007d462a8	0xd51ff1ab  MSR   	S3_7_C15_C1_5, X11     	X -  (11 0x0)
fffffff007d462b0	0xd51ff2ab  MSR   	S3_7_C15_C2_5, X11     	X -  (11 0x0)
fffffff007d462b8	0xd51ff3ab  MSR   	S3_7_C15_C3_5, X11     	X -  (11 0x0)
fffffff007d462c0	0xd51ff4ab  MSR   	S3_7_C15_C4_5, X11     	X -  (11 0x0)
fffffff007d462c8	0xd51ff5ab  MSR   	S3_7_C15_C5_5, X11     	X -  (11 0x0)
fffffff007d462d0	0xd51ff6ab  MSR   	S3_7_C15_C6_5, X11     	X -  (11 0x0)
fffffff007d462d8	0xd51ff7ab  MSR   	S3_7_C15_C7_5, X11     	X -  (11 0x0)
fffffff007d462ec	0xd51ff18a  MSR   	S3_7_C15_C1_4, X10     	X -  (10 0xfffffff009f30970)
fffffff007d462f4	0xd51ffbaa  MSR   	S3_7_C15_C11_5, X10    	X -  (10 0xfffffff009f30978)
fffffff007d46300	0xd51ff38a  MSR   	S3_7_C15_C3_4, X10     	X -  (10 0xfffffff009f30980)
fffffff007d46308	0xd51ff48a  MSR   	S3_7_C15_C4_4, X10     	X -  (10 0xfffffff009f30988)
fffffff007d46310	0xd51ff8aa  MSR   	S3_7_C15_C8_5, X10     	X -  (10 0x0)
fffffff007d46314	0xd51ff9a9  MSR   	S3_7_C15_C9_5, X9      	X -  (9 0x0)
fffffff007d4633c	0xd51ff589  MSR   	S3_7_C15_C5_4, X9      	X -  (9 0xfffffff009f30000)
fffffff007d46360	0xd51ff089  MSR   	S3_7_C15_C0_4, X9      	X -  (9 0xfffffff009ebf000)
fffffff007d46530	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0x7003400)
fffffff007d4659c	0xd51af009  MSR   	ARM64_REG_PMC0, X9     	X -  (9 0xfffffff009ebe4b0)
fffffff007d466b8	0xd51af109  MSR   	ARM64_REG_PMC1, X9     	X -  (9 0xfffffff009ebe4b8)
fffffff007d46860	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0xfffffff009f2f6f8)
fffffff007d46888	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d468e8	0xd51ff08a  MSR   	S3_7_C15_C0_4, X10     	X -  (10 0xffff40000)
fffffff007d46918	0xd51ff7bf  MSR   	S3_7_C15_C7_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d4697c	0xd51ff79f  MSR   	S3_7_C15_C7_4, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d469a4	0xd51ff89f  MSR   	S3_7_C15_C8_4, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d469cc	0xd51ff99f  MSR   	S3_7_C15_C9_4, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d469f4	0xd51ffa9f  MSR   	S3_7_C15_C10_4, XZR    	X -  (31 0xffffffffffffff90)
fffffff007d46a1c	0xd51ffb9f  MSR   	S3_7_C15_C11_4, XZR    	X -  (31 0xffffffffffffff90)
fffffff007d46a44	0xd51ffc9f  MSR   	S3_7_C15_C12_4, XZR    	X -  (31 0xffffffffffffff90)
fffffff007d46a6c	0xd51ffd9f  MSR   	S3_7_C15_C13_4, XZR    	X -  (31 0xffffffffffffff90)
fffffff007d46a94	0xd51ffe9f  MSR   	S3_7_C15_C14_4, XZR    	X -  (31 0xffffffffffffff90)
fffffff007d46abc	0xd51ff0bf  MSR   	S3_7_C15_C0_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46ae4	0xd51ff1bf  MSR   	S3_7_C15_C1_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46b0c	0xd51ff2bf  MSR   	S3_7_C15_C2_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46b34	0xd51ff3bf  MSR   	S3_7_C15_C3_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46b5c	0xd51ff4bf  MSR   	S3_7_C15_C4_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46b84	0xd51ff5bf  MSR   	S3_7_C15_C5_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46bac	0xd51ff6bf  MSR   	S3_7_C15_C6_5, XZR     	X -  (31 0xffffffffffffff90)
fffffff007d46bd0	0xd51ff69f  MSR   	S3_7_C15_C6_4, XZR     	X -  (31 0x70)
fffffff007d46bdc	0xd51ff088  MSR   	S3_7_C15_C0_4, X8      	X -  (8 0xffff40000)
fffffff007d46e08	0xd519f009  MSR   	S3_1_C15_C0_0, X9      	X -  (9 0x7003400)
fffffff007d46e48	0xd51af00a  MSR   	ARM64_REG_PMC0, X10    	X -  (10 0xfffffff009ebe4b0)
fffffff007d46e90	0xd51af10a  MSR   	ARM64_REG_PMC1, X10    	X -  (10 0xfffffff009ebe4b8)
fffffff007d46f38	0xd519f008  MSR   	S3_1_C15_C0_0, X8      	X -  (8 0xfffffff009f2f6f8)
fffffff007d731a4	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007d731bc	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007d9b4e4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d9b59c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d9b5bc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007d9b5e0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007dd1a80	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007dd1a9c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007dd1de4	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007dd1e00	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007dd5934	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007dd594c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007dd8048	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007dd8064	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007ddebe8	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007ddec04	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de305c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de3074	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de34c8	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de34e4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de3818	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de3834	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de3b4c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de3b68	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de3e50	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de3e6c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de4180	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de419c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de4390	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de43ac	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de5728	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de5744	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de5dcc	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de5de8	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de6208	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de6224	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007de6674	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff007de6690	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff007dff6d8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007e00230	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff007e2dd30	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff00801c4b0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0080206ec	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff008020700	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080239bc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008023ec0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008024238	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008024364	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff00802444c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008024894	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008024c08	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008024ddc	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0080250c8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008025e30	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff00802664c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0080266f4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008027278	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff008027294	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080274c0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008027e9c	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008027ff8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff0080286d0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008028874	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008028fd8	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008029d78	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008029fe4	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff00803a18c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff00803a1a8	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff00803fd90	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff00803fda4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff00803fdf0	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff00803fe04	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff00804001c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff008040030	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff00804007c	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff008040090	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080407d0	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff008046800	0xd50347df  MSR   	DAIFSet, #7            	X -  (0 0x0)
fffffff00806d310	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff00806d32c	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080753dc	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff0080753f4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080935cc	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff0080935e4	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
fffffff0080a2a78	0xd500409f  MSR   	PAN, #0                	X -  (0 0x0)
fffffff0080a2a90	0xd500419f  MSR   	PAN, #1                	X -  (0 0x0)
